C_Merch_Vendor_Nbr,C_SKU_Nbr,C_d_Store,C_d_Store_Nbr,C_sku1,C_Sales_Units,C_sales
68662,1002275158,6169-DUNKIRK,6169,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,119.0,612.43
21376,1002275158,0389-BROUSSARD,0389,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,142.0,782.6300000000001
769444,1002275158,4284-WESTERLY,4284,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,264.0,1500.2800000000002
769444,1002275158,2602-WATERTOWN,2602,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,574.0,3387.510000000003
21376,1002275158,0724-MARYVILLE,0724,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,221.0,1119.8700000000003
769444,1002275158,"0866-OXFORD,AL",0866,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,152.0,754.3000000000001
769444,1002275158,1775-N LILBURN,1775,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,-3.0,-14.940000000000001
769444,1002275158,1282-SHIRLEY,1282,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,216.0,1227.96
769444,1002275158,2663-DANVERS,2663,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,292.0,1652.4200000000003
21376,1002275158,0946-VINELAND,0946,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,476.0,2701.220000000001
21376,1002275158,6889-ALEXANDER CITY,6889,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,126.0,694.0899999999999
769444,1002275158,6316-LAKE WORTH II,6316,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,258.0,1371.0800000000008
769444,1002275158,2679-SOUTH BAY/BOSTON,2679,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,399.0,2150.04
769444,1002275158,0554-N ARLINGTON,0554,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,106.0,482.71999999999997
769444,1002275158,0501-BEAUMONT,0501,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,268.0,1226.17
21376,1002275158,0808-DOTHAN,0808,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,47.0,254.06000000000006
769444,1002275158,0224-BOYNTON BEACH,0224,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,181.0,961.2100000000007
769444,1002275158,3915-SW TULSA,3915,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,198.0,967.0799999999999
769444,1002275158,0934-LINDEN,0934,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,302.0,1913.5500000000009
769444,1002275158,6373-BONITA SPRINGS,6373,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,125.0,577.5899999999999
769444,1002275158,1604-REHOBOTH BEACH,1604,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,267.0,1373.7499999999998
769444,1002275158,3919-QUAIL SPRINGS,3919,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,166.0,854.6500000000002
769444,1002275158,1229-CORAM,1229,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,308.0,1759.2599999999998
21376,1002275158,0925-DOVER,0925,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,8.0,30.16
769444,1002275158,4621-LEESBURG,4621,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,371.0,2035.3000000000004
769444,1002275158,2551-SILVER SPRING,2551,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,213.0,1042.6000000000006
769444,1002275158,"2580-WESTMINSTER,MD",2580,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,254.0,1317.8400000000008
769444,1002275158,0284-CORAL SPRINGS,0284,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,107.0,549.9600000000002
769444,1002275158,"8976-LANCASTER,TX",8976,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,126.0,629.0099999999999
769444,1002275158,1212-PORT CHESTER,1212,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,-1.0,-6.77
21376,1002275158,"0132-CARROLLTON, GA",0132,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,,
769444,1002275158,3913-TULSA CENTRAL,3913,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,214.0,1073.57
769444,1002275158,4639-FAIRFAX CIRCLE,4639,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,522.0,2703.980000000003
68662,1002275158,6236-TRUMBULL,6236,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,67.0,303.4200000000001
769444,1002275158,0385-NEW ORLEANS CENTRAL,0385,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,-4.0,-30.28
769444,1002275158,0106-KENNESAW,0106,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,149.0,792.9700000000001
769444,1002275158,1402-N LITTLE ROCK,1402,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,130.0,738.0100000000004
769444,1002275158,1832-SUMMERWOOD,1832,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,293.0,1506.0900000000004
21376,1002275158,0151-PAULDING COUNTY,0151,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,60.0,295.44999999999993
769444,1002275158,3638-CORNELIUS,3638,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,182.0,847.6599999999999
21376,1002275158,2915-PICAYUNE,2915,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,125.0,711.2800000000001
68662,1002275158,1244-GREECE,1244,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,245.0,1333.9900000000005
769444,1002275158,4125-YORK,4125,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,293.0,1605.4299999999998
68662,1002275158,"6206-FAIRFIELD, CT",6206,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,269.0,1388.030000000001
769444,1002275158,3505-LAS CRUCES,3505,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,174.0,929.7600000000003
21376,1002275158,0921-W WINDSOR,0921,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,202.0,1099.4700000000003
769444,1002275158,0969-FORKED RIVER,0969,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,57.0,360.3
21376,1002275158,0360-LAFAYETTE,0360,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,210.0,1245.1400000000006
769444,1002275158,3404-SEABROOK,3404,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,386.0,2075.330000000001
68662,1002275158,6154-JAMESTOWN,6154,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,124.0,626.8300000000002
769444,1002275158,6986-BUCKHEAD,6986,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,146.0,802.2099999999997
769444,1002275158,"8413-JASPER, GA",8413,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,136.0,788.2400000000002
21376,1002275158,1127-SW GREENVILLE,1127,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,318.0,1709.74
769444,1002275158,0941-FLEMINGTON,0941,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,311.0,1787.2000000000005
68662,1002275158,4180-ALTOONA,4180,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,152.0,874.5400000000002
21376,1002275158,0172-LOGANVILLE,0172,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,247.0,1100.2100000000005
68662,1002275158,1289-AMSTERDAM,1289,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,213.0,1161.1399999999996
769444,1002275158,4805-RANSON,4805,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,514.0,2618.050000000004
769444,1002275158,1248-YONKERS,1248,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,440.0,2360.3499999999995
21376,1002275158,0951-MANAHAWKIN,0951,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,44.0,181.48999999999995
769444,1002275158,6552-AMARILLO,6552,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,147.0,818.19
21376,1002275158,0909-ROXBURY,0909,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,2.0,7.54
769444,1002275158,6574-GALVESTON,6574,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,441.0,2376.960000000002
769444,1002275158,4605-MERRIFIELD,4605,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,568.0,3054.190000000004
769444,1002275158,2550-GAITHERSBURG,2550,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,602.0,3404.4500000000057
68662,1002275158,4878-NEW MILFORD,4878,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,123.0,681.3099999999997
769444,1002275158,6583-ABILENE,6583,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,147.0,689.5299999999999
21376,1002275158,4166-PHIL/OREGON AVE,4166,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,260.0,1629.3899999999996
68662,1002275158,6213-BRIDGEPORT,6213,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,308.0,1920.7200000000016
769444,1002275158,0962-BRIDGEWATER II - RT 202,0962,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,304.0,1821.3900000000003
769444,1002275158,0207-CUTLER RIDGE,0207,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,462.0,2449.9399999999996
68662,1002275158,1284-HARRIMAN,1284,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,236.0,1380.41
769444,1002275158,"6554-GREENVILLE,TX",6554,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,157.0,753.3600000000001
21376,1002275158,0129-ATHENS,0129,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,102.0,463.87
769444,1002275158,6809-W MCKINNEY,6809,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,155.0,722.8600000000001
769444,1002275158,4638-HYBLA VALLEY,4638,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,67.0,278.3300000000001
68662,1002275158,1247-PENFIELD/ROCHESTER,1247,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,278.0,1716.7400000000002
769444,1002275158,4110-WYOMISSING,4110,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,153.0,845.1400000000001
769444,1002275158,0565-PASADENA,0565,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,195.0,1028.31
21376,1002275158,4142-RIDLEY TOWNSHIP,4142,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,373.0,2229.5000000000014
769444,1002275158,0555-BALCH SPRINGS,0555,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,177.0,1001.2700000000004
21376,1002275158,2909-VICKSBURG,2909,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,117.0,678.5500000000001
769444,1002275158,4604-DALE CITY,4604,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,412.0,2305.2200000000043
769444,1002275158,6957-BEDFORD STUYVESANT,6957,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,527.0,2743.3599999999997
769444,1002275158,"8979-CHELSEA,MA",8979,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,188.0,895.66
769444,1002275158,0143-DOUGLASVILLE,0143,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,209.0,1066.8500000000001
769444,1002275158,6851-POINCIANA,6851,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,119.0,585.61
21376,1002275158,0809-SYLACAUGA,0809,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,171.0,810.29
769444,1002275158,3645-W ASHEVILLE,3645,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,89.0,342.53000000000003
21376,1002275158,6301-FT WALTON,6301,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,216.0,1049.7299999999998
68662,1002275158,6155-ITHACA,6155,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,120.0,720.15
769444,1002275158,4118-DICKSON CITY,4118,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,185.0,893.0999999999999
769444,1002275158,3902-N OKLAHOMA CITY,3902,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,237.0,1140.6000000000001
769444,1002275158,0522-EL PASO,0522,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,240.0,1203.2099999999996
769444,1002275158,4635-WILLIAMSBURG,4635,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,160.0,727.3500000000001
21376,1002275158,8412-CLAYTON,8412,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,135.0,682.54
21376,1002275158,8475-NORTH BERGEN,8475,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,38.0,185.94
21376,1002275158,"1104-N. GREENVILLE, SC",1104,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,431.0,2256.430000000002
68662,1002275158,1241-ALBANY,1241,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,165.0,992.8600000000002
769444,1002275158,3908-W OKLAHOMA CITY,3908,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,508.0,2530.540000000003
769444,1002275158,0585-W HOUSTON,0585,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,120.0,717.7200000000003
769444,1002275158,3625-ASHEVILLE,3625,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,167.0,793.4699999999998
21376,1002275158,0974-MANTUA,0974,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,7.0,29.190000000000005
769444,1002275158,8493-DANVILLE,8493,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,92.0,478.1799999999999
769444,1002275158,0907-W LONG BRANCH,0907,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,316.0,1876.43
769444,1002275158,0965-MONTVILLE,0965,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,51.0,289.42
769444,1002275158,2505-DUNDALK,2505,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,165.0,911.7500000000005
769444,1002275158,4113-HARRISBURG,4113,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,261.0,1532.1800000000003
21376,1002275158,0970-DELRAN,0970,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,211.0,1081.1699999999994
21376,1002275158,0134-CUMMING,0134,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,292.0,1322.0000000000007
21376,1002275158,0116-WOODSTOCK,0116,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,94.0,377.5899999999999
769444,1002275158,0580-WINDSOR PARK,0580,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,466.0,2584.7200000000034
769444,1002275158,0926-HAZLET,0926,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,321.0,1793.58
769444,1002275158,6561-GRAND PARKWAY,6561,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,196.0,1005.9399999999999
769444,1002275158,0537-EULESS,0537,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,113.0,573.7799999999999
769444,1002275158,1255-LONG ISLAND CITY,1255,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,453.0,2541.6
769444,1002275158,6864-LAKE CITY,6864,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,64.0,297.62
769444,1002275158,8955-WEST SADSBURY,8955,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,257.0,1461.4599999999998
769444,1002275158,0743-CLEVELAND,0743,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,103.0,526.1000000000003
769444,1002275158,0234-MERRITT ISLAND,0234,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,183.0,913.52
21376,1002275158,0359-GRETNA,0359,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,461.0,2673.200000000002
769444,1002275158,6334-ST AUGUSTINE,6334,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,262.0,1301.1899999999994
21376,1002275158,1121-N MYRTLE BEACH,1121,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,151.0,828.7100000000007
769444,1002275158,6525-HOUSTON HWY 290,6525,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,108.0,588.7800000000002
21376,1002275158,0154-SANDY SPRINGS,0154,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,87.0,323.5700000000002
769444,1002275158,6559-COLLEGE STATION,6559,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,223.0,1041.51
21376,1002275158,0910-SECAUCUS,0910,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,111.0,537.1700000000002
21376,1002275158,0949-NEPTUNE,0949,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,-1.0,-4.17
769444,1002275158,"8540-MT PLEASANT,TX",8540,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,125.0,582.8000000000001
769444,1002275158,4617-SPRINGFIELD,4617,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,683.0,3520.6800000000007
21376,1002275158,6866-BUSTLETON AVE,6866,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,205.0,1133.4600000000005
769444,1002275158,4501-WILLISTON,4501,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,296.0,1441.33
769444,1002275158,8548-LANHAM,8548,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,211.0,1128.5100000000007
21376,1002275158,4134-NESHAMINY,4134,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,393.0,2395.299999999999
68662,1002275158,"1254-UTICA, NY",1254,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,251.0,1517.0000000000007
21376,1002275158,3648-SHALLOTTE,3648,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,72.0,382.99999999999994
769444,1002275158,3911-MIDWEST CITY,3911,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,157.0,763.3000000000001
68662,1002275158,"6207-MANCHESTER, CT",6207,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,,
769444,1002275158,6105-LEVITTOWN (RELO #1201),6105,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,298.0,1896.0400000000006
769444,1002275158,0289-PINELLAS PARK,0289,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,255.0,1203.7799999999997
769444,1002275158,0139-ROME,0139,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,238.0,1229.98
769444,1002275158,1777-KENNESAW NORTH,1777,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,258.0,1259.2499999999998
68662,1002275158,4115-WEST MIFFLIN,4115,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,362.0,1941.7899999999995
21376,1002275158,0161-HAMILTON MILL,0161,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,74.0,304.7100000000001
21376,1002275158,4150-PORT RICHMOND,4150,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,145.0,828.4200000000001
21376,1002275158,2906-TUPELO,2906,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,101.0,508.22999999999996
769444,1002275158,8519-MISSION,8519,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,209.0,1062.5900000000006
769444,1002275158,0356-SHREVEPORT,0356,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,200.0,1037.1700000000003
769444,1002275158,6838-WILLOWBROOK,6838,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,166.0,756.6599999999997
68662,1002275158,4116-WILKINS,4116,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,304.0,1807.2899999999995
68662,1002275158,8473-HAMDEN,8473,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,276.0,1547.5800000000029
769444,1002275158,6980-DAHLONEGA,6980,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,297.0,1457.9899999999998
769444,1002275158,1853-LEAGUE CITY,1853,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,210.0,1001.9099999999999
769444,1002275158,6329-SAWGRASS,6329,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,139.0,659.7800000000002
769444,1002275158,2560-GERMANTOWN,2560,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,952.0,4816.06
769444,1002275158,6839-N AUSTIN,6839,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,264.0,1292.2199999999998
769444,1002275158,3516-ALAMOGORDO,3516,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,86.0,386.07
769444,1002275158,6557-NORTH IRVING,6557,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,192.0,1016.1100000000004
769444,1002275158,0505-LUBBOCK,0505,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,210.0,1342.3899999999999
769444,1002275158,0273-VENICE,0273,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,55.0,250.95000000000002
769444,1002275158,6175-MANHATTAN WEST 23RD ST,6175,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,,
769444,1002275158,4105-BETHLEHEM,4105,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,84.0,419.77
769444,1002275158,2503-CATONSVILLE,2503,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,187.0,1125.5700000000004
769444,1002275158,1284-HARRIMAN,1284,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,-10.0,-61.32000000000001
21376,1002275158,0907-W LONG BRANCH,0907,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,100.0,422.6600000000002
21376,1002275158,0148-NEWNAN,0148,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,12.0,67.14999999999999
21376,1002275158,0106-KENNESAW,0106,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,40.0,170.31999999999994
21376,1002275158,0875-INVERNESS,0875,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,120.0,637.6500000000001
769444,1002275158,1238-SPRINGFIELD GARDENS,1238,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,248.0,1604.7499999999998
769444,1002275158,6322-N MIAMI/BISCAYNE,6322,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,473.0,2291.6
769444,1002275158,3633-HIGH POINT,3633,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,424.0,2047.3599999999997
769444,1002275158,1211-BAYSHORE,1211,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,279.0,1497.8799999999997
769444,1002275158,2607-MARLBOROUGH,2607,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,509.0,2804.1400000000012
21376,1002275158,1118-EAST CHARLESTON,1118,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,269.0,1384.3400000000001
68662,1002275158,6176-CATSKILL,6176,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,178.0,973.6200000000001
769444,1002275158,1216-VALLEY STREAM,1216,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,107.0,478.29000000000013
68662,1002275158,4135-CRANBERRY,4135,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,241.0,1430.6399999999994
769444,1002275158,6577-WESLACO,6577,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,59.0,297.5299999999999
769444,1002275158,6571-GRANBURY,6571,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,104.0,538.8
769444,1002275158,3403-HOOKSETT,3403,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,305.0,1771.6400000000008
769444,1002275158,0238-PORT RICHEY,0238,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,142.0,730.3899999999999
769444,1002275158,6348-SOUTH NAPLES,6348,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,315.0,1524.4399999999982
769444,1002275158,4614-CELEBRATION STATION,4614,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,344.0,1488.11
769444,1002275158,6567-SILVERLAKE,6567,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,282.0,1316.1800000000003
769444,1002275158,4162-MATAMORAS,4162,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,201.0,1069.69
769444,1002275158,4616-S RICHMOND/CHESTER,4616,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,423.0,2117.0900000000006
769444,1002275158,8958-BELLPORT,8958,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,342.0,1900.3799999999999
769444,1002275158,2667-SOMERVILLE,2667,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,443.0,2484.7700000000013
21376,1002275158,1771-BLUE RIDGE,1771,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,81.0,370.2199999999999
21376,1002275158,"4658-BRISTOL, VA",4658,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,14.0,73.19
769444,1002275158,6943-SIXES ROAD,6943,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,232.0,1135.1600000000003
769444,1002275158,6504-COIT RD,6504,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,146.0,715.5
21376,1002275158,0157-MCDONOUGH,0157,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,346.0,1716.8100000000013
769444,1002275158,0568-SPRING,0568,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,318.0,1649.9900000000007
68662,1002275158,1287-NIAGARA FALLS,1287,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,239.0,1412.1600000000003
769444,1002275158,8517-GRAND PRAIRIE SOUTH,8517,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,113.0,575.58
21376,1002275158,"0734-FRANKLIN,TN",0734,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,290.0,1417.82
769444,1002275158,2018-CASTLETON,2018,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,,
769444,1002275158,0539-PLANO,0539,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,123.0,582.77
68662,1002275158,"4130-HERMITAGE,PA",4130,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,129.0,806.82
769444,1002275158,6856-COCONUT GROVE,6856,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,238.0,1117.6400000000003
21376,1002275158,0133-CARTERSVILLE,0133,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,,
769444,1002275158,"0155-ALBANY, GA",0155,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,96.0,411.28
21376,1002275158,0805-PELHAM,0805,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,94.0,523.1500000000001
769444,1002275158,4185-SAINT CLAIR,4185,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,70.0,401.13
769444,1002275158,2578-OCEAN CITY,2578,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,249.0,1093.4599999999996
21376,1002275158,0164-PEACHTREE CITY,0164,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,16.0,97.47
21376,1002275158,0722-BELLEVUE,0722,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,284.0,1313.7900000000006
21376,1002275158,0723-BRENTWOOD,0723,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,39.0,247.47000000000003
769444,1002275158,0598-FOREST LANE,0598,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,39.0,239.05
68662,1002275158,1271-SOUTHEAST/BREWSTER,1271,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,301.0,1821.5999999999997
21376,1002275158,6918-EASLEY,6918,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,186.0,1038.4299999999998
769444,1002275158,0159-MIDTOWN,0159,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,863.0,4488.680000000001
769444,1002275158,1121-N MYRTLE BEACH,1121,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,,
769444,1002275158,6529-MILITARY,6529,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,129.0,656.26
68662,1002275158,4169-MEADVILLE,4169,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,131.0,790.8300000000006
769444,1002275158,6558-WESTHEIMER,6558,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,132.0,570.4600000000003
21376,1002275158,0174-DAWSONVILLE,0174,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,-1.0,-5.149999999999999
769444,1002275158,0582-BITTERS RD,0582,1002275158-5/4X6-4' PREM SYP GC PT WSHLD,96.0,506.4000000000002
